Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX	48	41550	Sterling City Independent School District	"1,339"	284	46
TX	48	41610	Stockdale Independent School District	"4,677"	832	202
TX	48	41670	Stratford Independent School District	"2,543"	522	85
TX	48	41700	Strawn Independent School District	791	153	43
TX	48	41760	Sudan Independent School District	"1,457"	323	103
TX	48	41790	Sulphur Bluff Independent School District	"1,190"	200	38
TX	48	41820	Sulphur Springs Independent School District	"23,583"	"4,232"	"1,437"
TX	48	41850	Sundown Independent School District	"1,641"	409	64
TX	48	41880	Sunnyvale Independent School District	"5,440"	"1,120"	136
TX	48	41910	Sunray Independent School District	"2,140"	472	73
TX	48	41970	Sweeny Independent School District	"10,884"	"2,105"	309
TX	48	42000	Sweet Home Independent School District	800	140	12
TX	48	42030	Sweetwater Independent School District	"12,580"	"2,400"	641
TX	48	42060	Taft Independent School District	"5,287"	"1,138"	324
TX	48	42090	Tahoka Independent School District	"2,968"	594	135
TX	48	42210	Tarkington Independent School District	"8,942"	"1,839"	348
TX	48	42240	Tatum Independent School District	"5,942"	"1,072"	138
TX	48	42280	Taylor Independent School District	"18,998"	"3,610"	628
TX	48	42300	Teague Independent School District	"7,198"	"1,144"	223
TX	48	42330	Temple Independent School District	"58,568"	"9,851"	"2,799"
TX	48	42360	Tenaha Independent School District	"2,339"	462	153
TX	48	42390	Terlingua Common School District	778	121	78
TX	48	42420	Terrell County Independent School District	927	132	31
TX	48	42450	Terrell Independent School District	"26,731"	"4,722"	"1,371"
TX	48	42480	Texarkana Independent School District	"31,880"	"5,625"	"2,022"
TX	48	42510	Texas City Independent School District	"29,471"	"5,767"	"1,583"
TX	48	42540	Texhoma Independent School District	551	118	12
TX	48	42570	Texline Independent School District	"1,023"	250	54
TX	48	42630	Thorndale Independent School District	"2,931"	540	58
TX	48	42660	Thrall Independent School District	"3,658"	710	58
TX	48	42690	Three Rivers Independent School District	"4,478"	637	105
TX	48	42720	Three Way Independent School District	588	96	12
TX	48	42780	Throckmorton Independent School District	"1,141"	194	34
TX	48	42810	Tidehaven Independent School District	"4,050"	765	206
TX	48	42840	Timpson Independent School District	"3,944"	749	222
TX	48	42870	Tioga Independent School District	"1,316"	238	33
TX	48	42900	Tolar Independent School District	"2,748"	553	119
TX	48	42930	Tom Bean Independent School District	"4,280"	841	84
TX	48	42960	Tomball Independent School District	"60,670"	"11,873"	"1,738"
TX	48	42990	Tornillo Independent School District	"3,869"	"1,109"	451
TX	48	43110	Trent Independent School District	749	120	23
TX	48	43140	Trenton Independent School District	"3,119"	627	107
TX	48	43170	Trinidad Independent School District	900	152	54
TX	48	43200	Trinity Independent School District	"7,866"	"1,175"	308
TX	48	43230	Troup Independent School District	"5,146"	993	244
TX	48	43260	Troy Independent School District	"6,328"	"1,268"	212
TX	48	43320	Tulia Independent School District	"5,615"	"1,052"	265
TX	48	43350	Tuloso-Midway Independent School District	"13,067"	"2,820"	464
TX	48	43400	Turkey-Quitaque Independent School District	996	169	52
TX	48	43470	Tyler Independent School District	"123,289"	"21,383"	"5,274"
TX	48	43530	Union Grove Independent School District	"2,949"	591	105
TX	48	43560	Union Hill Independent School District	"1,993"	311	68
TX	48	43650	United Independent School District	"166,959"	"42,044"	"13,212"
TX	48	43680	Utopia Independent School District	"1,422"	164	45
TX	48	43720	Uvalde Consolidated Independent School District	"23,601"	"4,905"	"1,601"
TX	48	43740	Valentine Independent School District	299	21	9
TX	48	43760	Valley Mills Independent School District	"3,353"	615	98
TX	48	43800	Valley View Independent School District	"15,595"	"4,418"	"1,926"
TX	48	43860	Valley View Independent School District	"3,180"	534	95
TX	48	43890	Van Alstyne Independent School District	"7,258"	"1,492"	155
TX	48	43920	Van Independent School District	"13,746"	"2,496"	556
TX	48	43950	Van Vleck Independent School District	"4,918"	811	172
TX	48	43980	Vega Independent School District	"1,164"	206	29
TX	48	44010	Venus Independent School District	"9,978"	"1,984"	389
TX	48	44040	Veribest Independent School District	"1,217"	244	22
TX	48	44110	Vernon Independent School District	"12,417"	"2,109"	469
TX	48	44150	Victoria Independent School District	"82,943"	"15,260"	"3,342"
TX	48	44160	Vidor Independent School District	"25,951"	"4,683"	922
TX	48	44250	Vysehrad Independent School District	769	110	11
TX	48	44280	Waco Independent School District	"106,492"	"16,775"	"6,325"
TX	48	44310	Waelder Independent School District	"2,094"	346	82
TX	48	44370	Walcott Independent School District	142	31	9
TX	48	44410	Wall Independent School District	"4,398"	975	101
TX	48	44430	Waller Independent School District	"34,893"	"6,211"	"1,061"
TX	48	44490	Walnut Bend Independent School District	163	37	8
TX	48	44520	Walnut Springs Independent School District	"1,267"	210	61
TX	48	44580	Warren Independent School District	"6,114"	962	220
TX	48	44670	Waskom Independent School District	"4,468"	796	124
TX	48	44710	Water Valley Independent School District	"1,966"	325	40
TX	48	44730	Waxahachie Independent School District	"43,800"	"8,134"	"1,413"
TX	48	44800	Weatherford Independent School District	"49,858"	"8,645"	"1,278"
TX	48	44810	Webb Consolidated Independent School District	"1,410"	313	108
TX	48	44820	Weimar Independent School District	"4,474"	693	134
TX	48	44890	Wellington Independent School District	"2,969"	628	174
TX	48	44910	Wellman-Union Consolidated Independent School District	639	121	48
TX	48	44940	Wells Independent School District	"1,866"	375	93
TX	48	44960	Weslaco Independent School District	"72,725"	"16,842"	"7,289"
TX	48	45000	West Hardin County Consolidated Independent School District	"3,709"	630	73
TX	48	45040	West Independent School District	"8,279"	"1,545"	270
TX	48	45090	West Orange-Cove Consolidated Independent School District	"17,698"	"2,689"	855
TX	48	45120	West Oso Independent School District	"9,642"	"2,003"	527
TX	48	45150	West Rusk County Consolidated Independent School District	"5,752"	"1,077"	245
TX	48	45180	West Sabine Independent School District	"2,590"	516	93
TX	48	45210	Westbrook Independent School District	869	142	12
TX	48	45240	Westhoff Independent School District	491	61	15
TX	48	45330	Westphalia Independent School District	358	46	7
TX	48	43290	Westwood Independent School District	"14,736"	"1,711"	401
TX	48	45380	Wharton Independent School District	"12,969"	"2,289"	553
TX	48	45420	Wheeler Independent School District	"2,233"	470	79
TX	48	45450	White Deer Independent School District	"1,603"	288	26
TX	48	45480	White Oak Independent School District	"6,676"	"1,454"	301
TX	48	45540	White Settlement Independent School District	"33,828"	"6,592"	"1,171"
TX	48	45570	Whiteface Consolidated Independent School District	882	173	39
TX	48	45600	Whitehouse Independent School District	"26,092"	"5,367"	859
TX	48	45630	Whitesboro Independent School District	"9,658"	"1,523"	313
TX	48	45670	Whitewright Independent School District	"3,751"	755	158
TX	48	45690	Whitharral Independent School District	486	101	24
TX	48	45720	Whitney Independent School District	"9,673"	"1,537"	379
TX	48	45780	Wichita Falls Independent School District	"88,429"	"14,809"	"4,221"
TX	48	45840	Wildorado Independent School District	352	64	12
TX	48	45900	Willis Independent School District	"41,334"	"7,621"	"1,361"
TX	48	45950	Wills Point Independent School District	"13,994"	"2,553"	545
TX	48	45990	Wilson Independent School District	867	172	61
TX	48	00009	Wimberley Independent School District	"15,326"	"2,279"	387
TX	48	46080	Windthorst Independent School District	"1,486"	343	26
TX	48	46110	Winfield Independent School District	"1,001"	169	66
TX	48	46170	Wink-Loving Independent School District	"1,188"	260	55
TX	48	46200	Winnsboro Independent School District	"8,980"	"1,440"	294
TX	48	46230	Winona Independent School District	"5,880"	989	233
TX	48	46260	Winters Independent School District	"3,435"	628	152
TX	48	46320	Woden Independent School District	"3,103"	664	157
TX	48	46350	Wolfe City Independent School District	"3,148"	555	106
TX	48	46380	Woodsboro Independent School District	"2,727"	459	68
TX	48	46410	Woodson Independent School District	498	76	15
TX	48	46440	Woodville Independent School District	"10,997"	"1,292"	380
TX	48	46470	Wortham Independent School District	"2,129"	395	71
TX	48	46500	Wylie Independent School District	"18,225"	"3,716"	398
TX	48	46530	Wylie Independent School District	"64,204"	"14,643"	"1,225"
TX	48	46590	Yantis Independent School District	"3,459"	385	76
TX	48	46620	Yoakum Independent School District	"8,914"	"1,741"	458
TX	48	46650	Yorktown Independent School District	"3,624"	555	115
TX	48	46680	Ysleta Independent School District	"200,761"	"37,700"	"13,380"
TX	48	46710	Zapata County Independent School District	"14,319"	"3,335"	"1,397"
TX	48	46740	Zavalla Independent School District	"3,007"	496	84
TX	48	46770	Zephyr Independent School District	805	140	45
UT	49	00030	Alpine School District	"309,238"	"84,039"	"7,624"
UT	49	00060	Beaver School District	"6,461"	"1,558"	184
UT	49	00090	Box Elder School District	"51,518"	"12,450"	"1,668"
UT	49	00120	Cache School District	"67,707"	"18,410"	"1,690"
UT	49	00142	Canyons School District	"216,572"	"43,551"	"4,320"
UT	49	00150	Carbon School District	"20,660"	"3,958"	699
UT	49	00180	Daggett School District	"1,117"	199	20
UT	49	00210	Davis School District	"329,692"	"80,468"	"6,492"
UT	49	00240	Duchesne School District	"20,380"	"4,855"	563
UT	49	00270	Emery School District	"10,631"	"2,491"	373
UT	49	00300	Garfield School District	"5,024"	965	152
UT	49	00330	Grand School District	"9,932"	"1,597"	331
UT	49	00360	Granite School District	"407,287"	"81,790"	"14,675"
UT	49	00390	Iron School District	"47,269"	"9,850"	"2,140"
UT	49	00420	Jordan School District	"233,211"	"60,500"	"4,764"
UT	49	00450	Juab School District	"9,586"	"2,568"	375
UT	49	00480	Kane School District	"7,254"	"1,240"	196
UT	49	00510	Logan School District	"50,636"	"7,430"	"1,467"
UT	49	00540	Millard School District	"12,606"	"2,925"	499
UT	49	00570	Morgan School District	"10,608"	"2,856"	127
UT	49	00600	Murray School District	"37,008"	"6,173"	"1,060"
UT	49	00630	Nebo School District	"129,851"	"37,117"	"3,097"
UT	49	00660	North Sanpete School District	"11,645"	"2,803"	484
UT	49	00690	North Summit School District	"5,299"	"1,115"	139
UT	49	00720	Ogden School District	"86,134"	"16,105"	"3,961"
UT	49	00750	Park City School District	"26,269"	"5,096"	355
UT	49	00780	Piute School District	"1,484"	328	82
UT	49	00810	Provo School District	"121,885"	"17,459"	"3,040"
UT	49	00840	Rich School District	"2,293"	520	68
UT	49	00870	Salt Lake City School District	"197,664"	"29,036"	"6,549"
UT	49	00900	San Juan School District	"14,748"	"3,571"	964
UT	49	00930	Sevier School District	"20,773"	"4,824"	688
UT	49	00960	South Sanpete School District	"16,832"	"3,205"	591
UT	49	00990	South Summit School District	"7,537"	"1,681"	76
UT	49	01020	Tintic School District	900	176	19
UT	49	01050	Tooele School District	"61,598"	"15,989"	"1,532"
UT	49	01080	Uintah School District	"36,867"	"8,866"	958
UT	49	01110	Wasatch School District	"27,714"	"6,916"	624
UT	49	01140	Washington School District	"151,948"	"32,024"	"5,383"
UT	49	01170	Wayne School District	"2,723"	572	124
UT	49	01200	Weber School District	"154,341"	"34,708"	"3,194"
VT	50	01710	Addison School District	"1,382"	111	9
VT	50	01740	Albany School District	936	92	19
VT	50	01770	Alburgh School District	"2,005"	295	52
VT	50	01830	Arlington School District	"2,274"	311	49
VT	50	01860	Athens School District	434	48	10
VT	50	00015	Averill School District	23	0	0
VT	50	00016	Avery's Gore School District	0	0	0
VT	50	01890	Bakersfield School District	"1,347"	248	29
VT	50	01920	Baltimore School District	245	36	5
VT	50	01950	Barnard School District	936	75	7
VT	50	01980	Barnet School District	"1,691"	278	35
VT	50	02010	Barre City School District	"8,967"	881	197
VT	50	02040	Barre Town School District	"7,855"	829	80
VT	50	02070	Barton Incorporated School District	"1,909"	183	35
VT	50	08246	Bellows Falls Union High School District 27	"9,409"	453	70
VT	50	02085	Bellows Free Academy Union High School District 48	"13,158"	632	58
VT	50	02100	Belvidere School District	357	18	7
VT	50	02130	Bennington Incorporated School District	"13,862"	905	260
VT	50	02160	Benson School District	"1,029"	124	26
VT	50	02190	Berkshire School District	"1,728"	328	40
VT	50	02220	Berlin School District	"2,856"	195	44
VT	50	02250	Bethel School District	"1,999"	280	48
VT	50	08241	Black River Union School District 39	"3,146"	184	41
VT	50	02280	Bloomfield School District	213	25	6
VT	50	08224	Blue Mountain Union School District 21	"2,572"	398	62
VT	50	02310	Bolton School District	"1,212"	65	9
VT	50	02340	Bradford Incorporated School District	"2,788"	236	44
VT	50	02370	Braintree School District	"1,241"	84	22
VT	50	02480	Brandon School District	"3,869"	300	60
VT	50	02490	Brattleboro School District	"11,830"	843	155
VT	50	02520	Brattleboro Union High School District 6	"20,563"	"1,304"	129
VT	50	02580	Bridgewater School District	923	56	4
VT	50	02550	Bridport School District	"1,224"	86	16
VT	50	02610	Brighton School District	"1,187"	105	35
VT	50	02640	Bristol School District	"3,921"	294	47
VT	50	02670	Brookfield School District	"1,284"	94	11
VT	50	02700	Brookline School District	520	48	9
VT	50	02730	Brownington School District	983	95	23
VT	50	02760	Brunswick School District	111	21	6
VT	50	00011	Buels Gore School District	31	6	1
VT	50	02790	Burke School District	"1,739"	282	33
VT	50	02820	Burlington School District	"43,498"	"3,796"	650
VT	50	02850	Cabot School District	"1,421"	240	46
VT	50	02880	Calais School District	"1,593"	134	9
VT	50	02910	Cambridge School District	"3,750"	342	39
VT	50	02940	Canaan School District	944	135	23
VT	50	00001	Castleton-Hubbardton Union School District 42	"5,286"	350	54
VT	50	03010	Cavendish School District	"1,351"	96	11
VT	50	03030	Champlain Valley Union High School District 15	"24,579"	"1,494"	49
VT	50	03060	Charleston School District	"1,017"	91	29
VT	50	03090	Charlotte School District	"3,850"	491	19
VT	50	03120	Chelsea School District	"1,236"	180	31
VT	50	08245	Chester-Andover Union School District 29	"3,575"	263	35
VT	50	02060	Chittenden School District	"1,226"	224	24
VT	50	03210	Clarendon School District	"2,506"	183	25
VT	50	03240	Colchester School District	"17,502"	"2,288"	287
VT	50	03270	Concord School District	"1,200"	178	32
VT	50	03330	Cornwall School District	"1,193"	93	4
VT	50	03360	Coventry School District	"1,080"	164	48
VT	50	03390	Craftsbury School District	"1,199"	161	26
VT	50	08240	Currier Memorial Union School District 23	"1,523"	123	20
VT	50	03430	Danby School District	"1,272"	83	11
VT	50	03450	Danville School District	"2,191"	320	42
VT	50	03480	Derby School District	"4,598"	371	51
VT	50	03510	Dorset School District	"1,994"	297	20
VT	50	03540	Dover School District	"1,104"	134	10
VT	50	03570	Dummerston School District	"1,831"	162	20
VT	50	00008	Duxbury/Waterbury Union School District 45	"6,343"	630	46
VT	50	03660	East Haven School District	282	36	7
VT	50	03690	East Montpelier School District	"2,559"	222	16
VT	50	03720	Eden School District	"1,353"	122	21
VT	50	03750	Elmore School District	876	145	9
VT	50	03780	Enosburgh School District	"2,831"	472	106
VT	50	00006	Essex Community Education Center	"20,093"	"1,159"	54
VT	50	03810	Essex Junction Incorporated School District	"9,509"	"1,020"	84
VT	50	03840	Essex Town School District	"10,583"	"1,223"	102
VT	50	03870	Fair Haven School District	"2,665"	289	82
VT	50	03900	Fair Haven Union High School District 16	"9,805"	443	90
VT	50	03930	Fairfax School District	"4,369"	784	54
VT	50	03960	Fairfield School District	"1,931"	349	43
VT	50	04020	Fayston School District	"1,341"	112	6
VT	50	00012	Ferdinand School District	31	6	1
VT	50	04050	Ferrisburg School District	"2,794"	212	14
VT	50	04080	Fletcher School District	"1,303"	234	16
VT	50	04110	Franklin School District	"1,431"	137	12
VT	50	04140	Georgia School District	"4,599"	896	45
VT	50	00013	Glastenbury School District	8	1	0
VT	50	04170	Glover School District	"1,116"	140	20
VT	50	04200	Goshen School District	165	5	1
VT	50	04230	Grafton School District	667	64	10
VT	50	04260	Granby School District	85	8	1
VT	50	04290	Grand Isle School District	"2,073"	305	42
VT	50	04320	Granville School District	299	32	9
VT	50	08248	Green Mountain Union High School District 35	"4,927"	352	27
VT	50	04440	Guildhall School District	254	29	4
VT	50	04470	Guilford School District	"2,083"	201	27
VT	50	04500	Halifax School District	715	93	16
VT	50	04530	Hancock School District	325	40	5
VT	50	04560	Hardwick School District	"2,986"	267	64
VT	50	04590	Hartford School District	"9,837"	"1,416"	149
VT	50	04620	Hartland School District	"3,357"	504	31
VT	50	04580	Harwood Union High School District 19	"12,720"	843	39
VT	50	08243	Hazen Union High School District 26	"4,642"	356	50
VT	50	04650	Highgate School District	"3,603"	315	62
VT	50	04680	Hinesburg School District	"4,500"	457	36
VT	50	04710	Holland School District	626	55	15
VT	50	04740	Hubbardton School District	688	29	3
VT	50	04770	Huntington School District	"1,985"	113	9
VT	50	04800	Hyde Park School District	"3,026"	275	36
VT	50	04830	Ira School District	421	71	5
VT	50	04860	Irasburg School District	"1,157"	136	24
VT	50	04890	Isle La Motte School District	473	62	8
VT	50	04920	Jamaica School District	"1,016"	75	12
VT	50	04950	Jay School District	512	51	9
VT	50	04980	Jericho School District	"3,902"	244	18
VT	50	05010	Johnson School District	"3,536"	213	50
VT	50	07380	Killington School District	792	37	4
VT	50	05040	Kirby School District	486	91	13
VT	50	05050	Lake Region Union High School District 24	"7,346"	376	47
VT	50	00003	Lakeview Union School District 43	974	84	25
VT	50	05060	Lamoille Union High School District 18	"12,711"	925	119
VT	50	05100	Leicester School District	"1,106"	66	10
VT	50	05120	Leland and Gray Union High School District 34	"4,853"	384	59
VT	50	05130	Lemington School District	101	10	1
VT	50	00017	Lewis School District	0	0	0
VT	50	05160	Lincoln School District	"1,277"	114	19
VT	50	05220	Lowell School District	874	131	18
VT	50	05250	Ludlow School District	"1,940"	107	38
VT	50	05280	Lunenburg School District	"1,265"	154	37
VT	50	05310	Lyndon School District	"5,933"	807	202
VT	50	05340	Maidstone School District	202	30	6
VT	50	05370	Manchester School District	"4,313"	664	52
VT	50	05400	Marlboro School District	"1,059"	119	14
VT	50	05460	Mendon School District	"1,032"	137	18
VT	50	00009	Mettawee Community Union School District 47	"2,141"	164	31
VT	50	05490	Middlebury Incorporated School District	"8,537"	422	80
VT	50	05520	Middlebury Union High School District 3	"14,795"	950	64
VT	50	05550	Middlesex School District	"1,715"	150	12
VT	50	05580	Middletown Springs School District	725	102	15
VT	50	08244	Mill River Union School District 40	"5,562"	417	30
VT	50	08228	Millers Run Union School District 37	"1,499"	260	28
VT	50	05610	Milton School District	"10,616"	"1,837"	146
VT	50	05620	Missisquoi Valley Union High School District 7	"11,579"	929	83
VT	50	05640	Monkton School District	"1,985"	166	20
VT	50	05670	Montgomery School District	"1,223"	200	23
VT	50	05700	Montpelier School District	"7,778"	997	134
VT	50	05730	Moretown School District	"1,643"	119	11
VT	50	05760	Morgan School District	745	45	18
VT	50	05790	Morristown School District	"5,357"	869	142
VT	50	08235	Mount Abraham Union High School District 28	"10,696"	821	60
VT	50	05810	Mount Anthony Union High School District 14	"22,880"	"1,789"	295
VT	50	05820	Mount Holly School District	"1,206"	91	28
VT	50	05840	Mount Mansfield Union School District 17	"15,612"	"1,840"	70
VT	50	05860	Mount Tabor School District	251	16	2
VT	50	00386	Mountain Towns RED School District	"2,817"	374	48
VT	50	05880	New Haven School District	"1,729"	120	11
VT	50	05910	Newark School District	576	71	13
VT	50	05940	Newbury School District	"1,814"	121	19
VT	50	05970	Newfane School District	"1,695"	107	13
VT	50	06000	Newport City School District	"4,562"	308	111
VT	50	06030	Newport Town School District	"1,585"	154	31
VT	50	06060	North Bennington Incorporated School District	"2,335"	155	18
VT	50	09570	North Country Union High School District 22 (7-12)	"11,042"	838	162
VT	50	09600	North Country Union High School District 22 (9-12)	"6,844"	330	53
VT	50	06090	North Hero School District	806	105	10
VT	50	06120	Northfield School District	"6,157"	621	80
VT	50	06150	Norton School District	164	16	2
VT	50	06180	Norwich School District	"3,377"	633	37
VT	50	06210	Orange School District	"1,069"	159	25
VT	50	06240	Orleans Incorporated School District	885	94	42
VT	50	06270	Orwell School District	"1,256"	136	14
VT	50	06300	Otter Valley Union High School District 8	"9,018"	599	67
VT	50	08247	Oxbow Union High School District 30	"4,602"	393	33
VT	50	06360	Pawlet School District	"1,440"	112	29
VT	50	06390	Peacham School District	728	118	8
VT	50	06450	Pittsfield School District	534	69	8
VT	50	06480	Pittsford School District	"2,915"	222	67
VT	50	06540	Plymouth School District	612	76	9
VT	50	06570	Pomfret School District	894	68	4
VT	50	06600	Poultney School District	"3,346"	376	66
VT	50	06630	Pownal School District	"3,462"	289	67
VT	50	06660	Proctor School District	"1,697"	288	38
VT	50	06690	Putney School District	"2,653"	203	36
VT	50	06720	Randolph School District	"4,767"	331	70
VT	50	02400	Randolph Union High School District 2	"7,292"	507	81
VT	50	06750	Reading School District	658	43	4
VT	50	06780	Readsboro School District	749	102	20
VT	50	06810	Richford School District	"2,349"	378	86
VT	50	06840	Richmond School District	"4,185"	276	48
VT	50	06870	Ripton School District	591	37	3
VT	50	00024	Rivendell Interstate School District	"2,357"	315	55
VT	50	06900	Rochester School District	"1,126"	135	21
VT	50	06930	Rockingham School District	"5,180"	526	108
VT	50	06960	Roxbury School District	685	94	15
VT	50	06990	Royalton School District	"2,749"	339	35
VT	50	07020	Rupert School District	701	52	4
VT	50	07050	Rutland City School District	"16,076"	"2,203"	458
VT	50	07080	Rutland Town School District	"3,953"	526	53
VT	50	07140	Salisbury School District	"1,142"	80	8
VT	50	07170	Sandgate School District	398	58	13
VT	50	07200	Searsburg School District	107	18	2
VT	50	07230	Shaftsbury School District	"2,804"	199	49
VT	50	07260	Sharon School District	"1,485"	225	20
VT	50	07320	Shelburne School District	"7,326"	851	47
VT	50	07350	Sheldon School District	"2,226"	407	46
VT	50	07410	Shoreham School District	"1,271"	80	14
VT	50	07440	Shrewsbury School District	"1,028"	48	7
VT	50	00014	Somerset School District	3	0	0
VT	50	07470	South Burlington School District	"18,358"	"2,407"	182
VT	50	07500	South Hero School District	"1,637"	231	18
VT	50	00002	Spaulding Union High School District 41	"16,822"	821	79
VT	50	07530	Springfield School District	"9,265"	"1,314"	312
VT	50	07560	St. Albans City School District	"7,051"	749	146
VT	50	07600	St. Albans Town School District	"6,107"	663	53
VT	50	07620	St. George School District	715	121	22
VT	50	07650	St. Johnsbury School District	"7,544"	"1,124"	172
VT	50	07680	Stamford School District	809	132	19
VT	50	07710	Stannard School District	216	22	2
VT	50	07740	Starksboro School District	"1,785"	156	26
VT	50	07770	Stockbridge School District	726	109	20
VT	50	07800	Stowe School District	"4,421"	693	95
VT	50	07830	Strafford School District	"1,095"	177	9
VT	50	07860	Stratton School District	212	24	2
VT	50	07890	Sudbury School District	543	38	5
VT	50	07920	Sunderland School District	938	137	9
VT	50	07950	Sutton School District	"1,021"	158	44
VT	50	07980	Swanton School District	"6,545"	569	127
VT	50	08010	Thetford School District	"2,583"	427	62
VT	50	08040	Tinmouth School District	600	89	12
VT	50	08100	Townshend School District	"1,210"	92	17
VT	50	08130	Troy School District	"1,659"	184	42
VT	50	08160	Tunbridge School District	"1,281"	171	37
VT	50	08225	Twinfield Union School District 33	"2,805"	450	74
VT	50	08190	Underhill Incorporated School District	"1,857"	122	6
VT	50	08220	Underhill Town School District	"2,470"	166	6
VT	50	08237	Union High School District 32	"9,712"	752	76
VT	50	08250	Vergennes Union High School District 44	"3,770"	250	36
VT	50	08280	Vergennes Union High School District 5	"7,946"	631	39
VT	50	08310	Vernon School District	"2,166"	160	24
VT	50	08370	Victory School District	60	9	2
VT	50	08242	Waits River Valley Union School District 36	"2,532"	383	78
VT	50	08400	Waitsfield School District	"1,703"	141	14
VT	50	08430	Walden School District	926	173	38
VT	50	08460	Wallingford School District	"2,027"	126	13
VT	50	08520	Wardsboro School District	884	137	24
VT	50	00018	Warner's Grant School District	0	0	0
VT	50	08550	Warren School District	"1,690"	141	19
VT	50	00019	Warren'S Gore School Disrrict	4	0	0
VT	50	08580	Washington School District	"1,037"	132	30
VT	50	08640	Waterford School District	"1,268"	243	23
VT	50	08670	Waterville School District	690	65	15
VT	50	08700	Weathersfield School District	"2,792"	348	48
VT	50	08760	Wells School District	"1,121"	137	23
VT	50	08820	West Haven School District	257	21	4
VT	50	08850	West Rutland School District	"2,267"	338	58
VT	50	08880	West Windsor School District	"1,086"	153	35
VT	50	08910	Westfield School District	533	56	8
VT	50	08940	Westford School District	"2,075"	363	22
VT	50	08970	Westminster School District	"3,128"	360	88
VT	50	09000	Westmore School District	348	23	7
VT	50	09060	Weybridge School District	837	64	7
VT	50	09120	Whiting School District	421	33	6
VT	50	09150	Whitingham School District	"1,333"	208	41
VT	50	09180	Williamstown School District	"3,380"	539	62
VT	50	09210	Williston School District	"8,903"	"1,094"	56
VT	50	09240	Wilmington School District	"1,842"	250	21
VT	50	09270	Windham School District	411	19	4
VT	50	09300	Windsor School District	"3,512"	461	86
VT	50	09330	Winhall School District	755	114	15
VT	50	09360	Winooski Incorporated School District	"7,452"	808	298
VT	50	09390	Wolcott School District	"1,718"	340	53
VT	50	09420	Woodbury School District	898	57	6
VT	50	09450	Woodford School District	416	31	6
VT	50	09480	Woodstock School District	"3,008"	199	18
VT	50	09510	Woodstock Union High School District 4	"7,211"	500	98
VT	50	09540	Worcester School District	989	75	14
VA	51	00060	Accomack County Public Schools	"33,021"	"4,916"	"1,489"
VA	51	00090	Albemarle County Public Schools	"104,489"	"16,222"	"1,594"
VA	51	00120	Alexandria City Public Schools	"150,575"	"15,407"	"2,719"
VA	51	00152	Alleghany County Public Schools	"15,820"	"2,333"	434
VA	51	00180	Amelia County Public Schools	"12,855"	"2,032"	359
VA	51	00210	Amherst County Public Schools	"32,041"	"4,749"	842
VA	51	00240	Appomattox County Public Schools	"15,279"	"2,411"	501
VA	51	00270	Arlington County Public Schools	"226,908"	"24,856"	"2,691"
VA	51	00300	Augusta County Public Schools	"73,862"	"11,349"	"1,381"
VA	51	00330	Bath County Public Schools	"4,563"	557	79
VA	51	00360	Bedford County Public Schools	"76,583"	"12,303"	"1,414"
VA	51	00390	Bland County Public Schools	"6,625"	847	128
VA	51	00420	Botetourt County Public Schools	"33,100"	"5,374"	490
VA	51	00450	Bristol City Public Schools	"17,184"	"2,654"	803
VA	51	00480	Brunswick County Public Schools	"16,498"	"2,226"	608
VA	51	00510	Buchanan County Public Schools	"23,106"	"3,075"	865
VA	51	00540	Buckingham County Public Schools	"16,913"	"2,274"	582
VA	51	00560	Buena Vista City Public Schools	"6,603"	"1,028"	251
VA	51	00600	Campbell County Public Schools	"54,885"	"8,477"	"1,470"
VA	51	00660	Caroline County Public Schools	"29,778"	"4,982"	819
VA	51	00690	Carroll County Public Schools	"29,621"	"4,399"	934
VA	51	00720	Charles City County Public Schools	"7,023"	884	145
VA	51	00750	Charlotte County Public Schools	"12,225"	"1,957"	561
VA	51	00780	Charlottesville City Public Schools	"45,593"	"4,530"	"1,127"
VA	51	00810	Chesapeake City Public Schools	"233,371"	"42,422"	"5,361"
VA	51	00840	Chesterfield County Public Schools	"332,499"	"61,814"	"6,253"
VA	51	00870	Clarke County Public Schools	"14,423"	"2,316"	210
VA	51	00930	Colonial Beach Town Public Schools	"3,502"	447	101
VA	51	00960	Colonial Heights City Public Schools	"17,731"	"2,826"	542
VA	51	00990	Covington City Public Schools	"5,802"	893	227
VA	51	01020	Craig County Public Schools	"5,234"	779	147
VA	51	01050	Culpeper County Public Schools	"49,166"	"9,276"	"1,335"
VA	51	01080	Cumberland County Public Schools	"9,827"	"1,537"	408
VA	51	00022	Dahlgren Department of Defense School District	644	114	4
VA	51	01110	Danville City Public Schools	"42,444"	"6,530"	"2,342"
VA	51	01140	Dickenson County Public Schools	"15,308"	"2,356"	578
VA	51	01170	Dinwiddie County Public Schools	"27,859"	"4,422"	702
VA	51	01190	Emporia City Public Schools	"5,462"	"1,072"	392
VA	51	01200	Essex County Public Schools	"11,103"	"1,630"	384
VA	51	01230	Fairfax City Public Schools	"24,483"	"3,555"	322
VA	51	01260	Fairfax County Public Schools	"1,137,538"	"194,906"	"16,178"
