Table with column headers in row 3						
"2014 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2015"						
State Postal Code	State FIPS Code	District ID	Name	Estimated Total Population	Estimated Population 5-17	Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
IL	17	08400	Consolidated High School District 230	"157,498"	"9,155"	"1,045"
IL	17	06510	Cook County School District 130	"30,411"	"3,701"	"1,031"
IL	17	10860	Cornell Community Consolidated School District 426	"1,058"	121	16
IL	17	10980	Coulterville Unit School District 1	"1,536"	236	38
IL	17	11010	Country Club Hills School District 160	"12,809"	"1,655"	398
IL	17	00176	Cowden-Herrick Community Unit School District 3A	"2,583"	457	61
IL	17	11100	Crab Orchard Community Unit School District 3	"2,312"	412	81
IL	17	00323	Crescent Iroquois Community Unit School District 249	"1,069"	156	28
IL	17	11220	Creston Community Consolidated School District 161	935	118	11
IL	17	11250	Crete-Monee Community Unit School District 201-U	"33,566"	"5,864"	"1,017"
IL	17	11290	Creve Coeur School District 76	"6,281"	673	144
IL	17	11350	Crystal Lake Community Consolidated School District 47	"61,959"	"8,532"	604
IL	17	39090	Cumberland Community Unit School District 77	"6,063"	975	142
IL	17	11520	Cypress School District 64	977	106	21
IL	17	11610	Dakota Community Unit School District 201	"4,829"	847	101
IL	17	11670	Dallas Elementary School District 327	"1,994"	195	46
IL	17	11700	Dalzell School District 98	740	78	11
IL	17	11730	Damiansville School District 62	838	113	12
IL	17	11790	Danville Community Consolidated School District 118	"38,994"	"6,569"	"2,269"
IL	17	21450	Darien School District 61	"16,842"	"1,723"	228
IL	17	12150	De Soto Consolidated School District 86	"2,010"	259	68
IL	17	12000	DeKalb Community Unit School District 428	"52,885"	"6,556"	"1,217"
IL	17	12030	DeLand-Weldon Community Unit School District 57	"1,406"	208	31
IL	17	11850	Decatur School District 61	"70,511"	"10,513"	"3,380"
IL	17	11880	Deer Creek-Mackinaw Community Unit School District 701	"6,032"	"1,212"	56
IL	17	11910	Deer Park Community Consolidated School District 82	730	74	3
IL	17	11980	Deerfield School District 109	"20,759"	"3,161"	116
IL	17	12060	Delavan Community Unit School District 703	"2,736"	501	69
IL	17	12090	Depue Community Unit School District 103	"1,967"	421	67
IL	17	12120	Des Plaines Community Consolidated School District 62	"52,125"	"4,900"	815
IL	17	12210	Diamond Lake School District 76	"9,264"	"1,147"	198
IL	17	12240	Dieterich Community Unit School District 30	"2,305"	417	76
IL	17	12270	Dimmick Community Consolidated School District 175	988	111	12
IL	17	41010	District 50 Schools	"7,087"	821	141
IL	17	12330	Dixon Unit School District 170	"22,343"	"3,008"	458
IL	17	12390	Dodds Community Consolidated School District 7	"1,295"	142	26
IL	17	12450	Dolton School District 148	"22,128"	"2,987"	"1,170"
IL	17	12420	Dolton School District 149	"28,558"	"3,550"	"1,196"
IL	17	12480	Dongola School Unit District 66	"1,868"	310	54
IL	17	12510	Donovan Community Unit School District 3	"2,165"	393	64
IL	17	12540	Downers Grove Grade School District 58	"52,816"	"5,896"	385
IL	17	12760	Du Quoin Community Unit School District 300	"9,065"	"1,467"	345
IL	17	13940	DuPage High School District 88	"83,679"	"4,259"	615
IL	17	12700	Dunlap Community Unit School District 323	"21,475"	"4,276"	379
IL	17	12720	Dupo Community Unit School District 196	"6,980"	"1,120"	248
IL	17	12810	Durand Community Unit School District 322	"3,918"	681	60
IL	17	12840	Dwight Common School District 232	"6,157"	554	83
IL	17	12870	Dwight Township High School District 230	"6,438"	324	38
IL	17	12930	Earlville Community Unit School District 9	"2,645"	464	97
IL	17	12960	East Alton School District 13	"7,892"	756	216
IL	17	12990	East Alton-Wood River Community High School District 14	"13,890"	670	142
IL	17	01411	East Coloma-Nelson Consolidated Elementary School District 20	"2,855"	288	49
IL	17	13050	East Dubuque Community Unit School District 119	"4,451"	793	82
IL	17	13140	East Maine School District 63	"47,280"	"3,908"	765
IL	17	13170	East Moline School District 37	"26,518"	"2,791"	658
IL	17	13230	East Peoria Community High School District 309	"26,448"	"1,313"	183
IL	17	13240	East Peoria School District 86	"18,723"	"1,981"	287
IL	17	13260	East Prairie School District 73	"4,663"	479	73
IL	17	13290	East Richland Community Unit School District 1	"13,904"	"2,269"	436
IL	17	13320	East St. Louis School District 189	"37,905"	"7,304"	"3,695"
IL	17	00007	Eastland Community Unit School District 308	"4,085"	609	84
IL	17	13370	Edgar County Community Unit District 6	"2,245"	343	65
IL	17	13410	Edinburg Community Unit School District 4	"1,922"	305	27
IL	17	13500	Edwards County Community Unit School District 1	"5,890"	"1,036"	126
IL	17	13530	Edwardsville Community Unit School District 7	"50,895"	"8,250"	566
IL	17	13560	Effingham Community Unit School District 40	"20,333"	"3,313"	515
IL	17	13590	Egyptian Community Unit School District 5	"3,532"	512	220
IL	17	00326	El Paso-Gridley Community Unit School District 11	"7,131"	"1,300"	129
IL	17	13660	Eldorado Community Unit School District 4	"7,141"	"1,062"	329
IL	17	36300	Elementary School District 159	"19,991"	"2,221"	485
IL	17	13970	Elmhurst School District 205	"47,611"	"9,305"	560
IL	17	14050	Elmwood Community Unit School District 322	"3,983"	778	58
IL	17	14100	Elmwood Park Community Unit School District 401	"25,129"	"3,591"	582
IL	17	13860	Elverado Community Unit School District 196	"3,080"	546	150
IL	17	14160	Elwood Community Consolidated School District 203	"3,809"	458	79
IL	17	14250	Emmons School District 33	"3,333"	348	18
IL	17	14350	Erie Community Unit School District 1	"3,631"	641	79
IL	17	14410	Eswood Community Consolidated District 269	874	122	18
IL	17	14430	Eureka Community Unit District 140	"9,813"	"1,749"	125
IL	17	14460	Evanston Community Consolidated School District 65	"83,185"	"7,798"	"1,000"
IL	17	14490	Evanston Township High School District 202	"83,185"	"3,304"	352
IL	17	14580	Evergreen Park Community High School District 231	"20,048"	"1,308"	196
IL	17	14550	Evergreen Park Elementary School District 124	"20,048"	"2,365"	276
IL	17	14640	Ewing Northern Community Consolidated District 115	"1,745"	226	47
IL	17	26180	Fairfield Community High School District 225	"9,860"	463	77
IL	17	14710	Fairfield Public School District 112	"6,039"	582	172
IL	17	14760	Fairmont School District 89	"3,726"	333	116
IL	17	00044	Farmington Central Community Unit School District 265	"8,119"	"1,367"	180
IL	17	14940	Farrington Community Consolidated School District 99	605	60	9
IL	17	15030	Fenton Community High School District 100	"30,512"	"1,614"	270
IL	17	15090	Field Community Consolidated School District 3	"2,427"	249	34
IL	17	15100	Fieldcrest Community Unit School District 6	"6,524"	"1,127"	130
IL	17	15180	Fisher Community Unit School District 1	"3,344"	623	107
IL	17	01390	Flanagan-Cornell District 74	"2,728"	331	55
IL	17	15400	Flora Community Unit School District 35	"8,029"	"1,347"	269
IL	17	15420	Flossmoor School District 161	"21,596"	"2,609"	386
IL	17	10950	Ford Heights School District 169	"2,847"	486	214
IL	17	15450	Forest Park School District 91	"14,099"	"1,021"	217
IL	17	15480	Forest Ridge School District 142	"16,348"	"1,730"	226
IL	17	15490	Forrestville Valley Community Unit School District 221	"5,010"	858	116
IL	17	15630	Fox Lake Grade School District 114	"8,947"	775	122
IL	17	15660	Fox River Grove Consolidated School District 3	"4,287"	533	30
IL	17	15700	Frankfort Community Consolidated School District 157C	"17,438"	"2,486"	110
IL	17	41580	Frankfort Community Unit School District 168	"11,811"	"1,954"	549
IL	17	15750	Franklin Community Unit School District 1	"1,945"	304	32
IL	17	15780	Franklin Park School District 84	"11,388"	"1,250"	238
IL	17	15820	Freeburg Community Consolidated School District 70	"7,210"	783	94
IL	17	15840	Freeburg Community High School District 77	"12,680"	681	57
IL	17	15900	Freeport School District 145	"29,859"	"4,652"	"1,195"
IL	17	15930	Fremont School District 79	"19,268"	"2,525"	207
IL	17	11400	Fulton County Community Unit School District 3	"3,348"	530	92
IL	17	16020	Galatia Community Unit School District 1	"2,355"	373	67
IL	17	16050	Galena Unit School District 120	"5,940"	836	108
IL	17	16080	Galesburg Community Unit School District 205	"34,377"	"4,777"	"1,489"
IL	17	00045	Gallatin Community Unit School District 7	"4,993"	745	176
IL	17	16140	Galva Community Unit School District 224	"3,508"	568	81
IL	17	16230	Gardner Community Consolidated School District 72C	"1,836"	227	23
IL	17	16260	Gardner-South Wilmington Township High School District	"4,156"	232	21
IL	17	16290	Gavin School District 37	"8,259"	919	126
IL	17	16320	Geff Community Consolidated School District 14	833	98	14
IL	17	30900	General George Patton School District 133	"2,364"	464	141
IL	17	16350	Geneseo Community Unit School District 228	"15,847"	"2,744"	173
IL	17	16380	Geneva Community Unit School District 304	"29,536"	"6,636"	207
IL	17	16410	Genoa-Kingston Community Unit School District 424	"9,247"	"2,071"	162
IL	17	00092	Georgetown-Ridge Farm Consolidated Unit School District 4	"6,431"	"1,221"	237
IL	17	16560	Germantown Hills School District 69	"6,696"	971	63
IL	17	16530	Germantown School District 60	"1,928"	239	7
IL	17	16590	Giant City Community Consolidated School District 130	"2,428"	302	47
IL	17	00041	Gibson City-Melvin-Sibley Community Unit School District 5	"5,923"	"1,054"	161
IL	17	16650	Gifford Community Consolidated School District 188	"1,899"	214	16
IL	17	16680	Gillespie Community Unit School District 7	"7,928"	"1,322"	328
IL	17	40500	Glen Ellyn Community Consolidated School District 89	"22,787"	"2,212"	190
IL	17	16800	Glen Ellyn School District 41	"29,330"	"4,206"	315
IL	17	16830	Glenbard Township High School District 87	"166,886"	"9,408"	924
IL	17	16860	Glencoe School District 35	"8,612"	"1,478"	70
IL	17	16920	Glenview Community Consolidated School District 34	"40,483"	"5,366"	473
IL	17	26820	Golf Elementary School District 67	"6,805"	570	69
IL	17	00014	Goreville Community Unit School District 1	"3,753"	564	70
IL	17	17160	Gower School District 62	"9,793"	946	84
IL	17	17190	Grand Prairie Community Consolidated School District 6	881	90	29
IL	17	17220	Grand Ridge Community Consolidated School District 95	"2,456"	333	57
IL	17	17280	Granite City Community Unit School District 9	"43,486"	"7,038"	"1,503"
IL	17	17310	Grant Community Consolidated School District 110	"7,844"	805	154
IL	17	17340	Grant Community High School District 124	"37,059"	"1,843"	183
IL	17	17370	Grant Park Community Unit School District 6	"3,231"	610	57
IL	17	17490	Grass Lake School District 36	"2,638"	210	30
IL	17	17550	Grayslake Community High School District 127	"44,619"	"2,878"	147
IL	17	17520	Grayslake Consolidated Community School District 46	"30,253"	"4,510"	290
IL	17	17580	Grayville Community Unit School District 1	"2,042"	307	87
IL	17	17670	Greenfield Community Unit School District 10	"2,670"	457	58
IL	17	17700	Greenview Community Unit School District 200	"1,501"	234	30
IL	17	17790	Griggsville-Perry Community Unit School District 4	"2,395"	422	59
IL	17	17800	Gurnee School District 56	"18,257"	"2,195"	243
IL	17	18030	Hall High School District 502	"9,222"	456	71
IL	17	18060	Hamilton Community Consolidated School District 328	"3,924"	635	78
IL	17	10790	Hamilton County Community Unit School District 10	"7,822"	"1,331"	239
IL	17	18090	Hampton School District 29	"2,120"	253	38
IL	17	18200	Hardin County Community Unit School District 1	"4,137"	632	180
IL	17	18240	Harlem Unit School District 122	"43,264"	"7,442"	"1,122"
IL	17	14220	Harmony Emge School District 175	"10,673"	986	196
IL	17	18270	Harrisburg Community Unit School District 3	"12,642"	"2,085"	573
IL	17	18360	Harrison School District 36	"4,059"	455	66
IL	17	18390	Hartsburg-Emden Community Unit School District 21	"1,260"	226	32
IL	17	18420	Harvard Community Unit School District 50	"13,418"	"2,475"	559
IL	17	18450	Harvey School District 152	"16,142"	"2,463"	"1,042"
IL	17	18510	Havana Community Unit School District 126	"6,280"	972	180
IL	17	18570	Hawthorn Community Consolidated School District 73	"29,664"	"3,636"	297
IL	17	18600	Hazel Crest School District 152-5	"8,056"	"1,184"	413
IL	17	00115	Henry-Senachwine Consolidated Unit School District 5	"3,815"	567	98
IL	17	00106	Heritage Community Unit School District 8	"3,172"	599	87
IL	17	18810	Herrin Community Unit School District 4	"16,651"	"2,773"	606
IL	17	18840	Herscher Community Unit School District 2	"10,700"	"1,955"	162
IL	17	18870	Heyworth Community Unit School District 4	"5,004"	"1,000"	66
IL	17	21300	Hiawatha Community Unit School District 426	"3,331"	635	68
IL	17	18960	High Mount School District 116	"4,139"	402	119
IL	17	18990	Highland Community Unit School District 5	"18,424"	"3,343"	272
IL	17	19200	Hillsboro Community Unit School District 3	"13,161"	"1,806"	286
IL	17	19230	Hillside School District 93	"5,770"	520	92
IL	17	19260	Hinckley-Big Rock Community Unit School District 429	"4,914"	840	130
IL	17	19290	Hinsdale Community Consolidated School District 181	"25,863"	"4,504"	209
IL	17	19320	Hinsdale Township High School District 86	"75,400"	"4,986"	375
IL	17	19420	Hollis Consolidated School District 328	718	110	8
IL	17	19500	Homer Community Consolidated School District 33C	"29,918"	"3,834"	246
IL	17	19530	Homewood School District 153	"16,601"	"1,894"	215
IL	17	19560	Homewood-Flossmoor Community High School District 233	"38,631"	"2,915"	225
IL	17	19620	Hononegah Community High School District 207	"32,437"	"2,279"	127
IL	17	19660	Hoopeston Area Community Unit School District 11	"7,121"	"1,268"	290
IL	17	19680	Hoover-Schrum Memorial School District 157	"7,975"	998	336
IL	17	19740	Hoyleton Consolidated School District 29	"1,002"	118	11
IL	17	19830	Huntley Consolidated School District 158	"42,725"	"8,645"	312
IL	17	19920	Hutsonville Community Unit School District 1	"2,195"	341	50
IL	17	19960	Illini Bluffs Community Unit School District 327	"5,685"	984	64
IL	17	00113	Illini Central Community Unit School District 189	"4,633"	766	133
IL	17	01384	Illini West High School District 307	"8,262"	424	68
IL	17	19970	Illinois Valley Central Unit School District 321	"13,605"	"2,339"	244
IL	17	20010	Ina Community Consolidated School District 8	"3,016"	111	31
IL	17	35970	Indian Creek Community Unit District 425	"4,680"	884	138
IL	17	41690	Indian Prairie Community Unit School District 204	"129,247"	"29,001"	"1,673"
IL	17	07170	Indian Springs School District 109	"24,705"	"2,868"	856
IL	17	20170	Iroquois County Community Unit School District 9	"6,949"	"1,099"	328
IL	17	20180	Iroquois West Community Unit School District 10	"4,979"	867	150
IL	17	20190	Irvington County Community Unit School District 11	824	88	23
IL	17	20220	Itasca School District 10	"8,912"	"1,005"	62
IL	17	20250	Iuka Community Consolidated School District 7	"1,923"	240	57
IL	17	26880	J. Sterling Morton High School District 201	"160,644"	"9,694"	"2,237"
IL	17	20280	Jacksonville School District 117	"27,907"	"4,054"	781
IL	17	20350	Jamaica Community Unit School District 12	"2,353"	414	45
IL	17	20370	Jasper Community Consolidated School District 17	"1,464"	182	44
IL	17	20380	Jasper County Community Unit School District 1	"9,276"	"1,559"	254
IL	17	20430	Jersey Community Unit School District 100	"19,843"	"3,197"	486
IL	17	20490	Johnsburg Community Unit School District 12	"12,382"	"2,312"	163
IL	17	20550	Johnston City Community Unit School District 1	"7,993"	"1,292"	262
IL	17	20580	Joliet Public School District 86	"85,257"	"10,969"	"3,157"
IL	17	20610	Joliet Township High School District 204	"130,087"	"6,721"	"1,294"
IL	17	20640	Jonesboro Community Consolidated School District 43	"2,930"	350	81
IL	17	00015	Joppa-Maple Grove Unit District 38	"1,397"	259	71
IL	17	24480	Kaneland Community Unit School District 302	"26,100"	"5,270"	240
IL	17	20760	Kankakee School District 111	"32,313"	"5,820"	"1,850"
IL	17	20790	Kansas Community Unit School District 3	"1,365"	240	32
IL	17	20880	Keeneyville School District 20	"14,614"	"1,782"	235
IL	17	20910	Kell Consolidated School District 2	"1,001"	114	22
IL	17	20970	Kenilworth School District 38	"2,831"	511	21
IL	17	21000	Kewanee Community Unit School District 229	"10,871"	"2,010"	471
IL	17	21030	Kildeer Countryside Community Consolidated School District 96	"23,710"	"3,256"	147
IL	17	21130	Kings Consolidated School District 144	980	111	18
IL	17	21180	Kinnikinnick Community Consolidated School District 131	"14,120"	"2,053"	143
IL	17	21270	Kirby School District 140	"36,309"	"3,977"	410
IL	17	21390	Knoxville Community Unit School District 202	"6,168"	"1,074"	153
IL	17	21420	Komarek School District 94	"4,809"	495	67
IL	17	21690	La Harpe Community School District 347	"2,139"	227	38
IL	17	21680	La Moille Community Unit School District 303	"1,711"	278	34
IL	17	19110	LaGrange Highlands School District 106	"9,398"	"1,018"	84
IL	17	21600	LaGrange School District 102	"26,224"	"3,414"	297
IL	17	21630	LaGrange School District 105	"11,865"	"1,421"	211
IL	17	22080	LaSalle Elementary School District 122	"8,899"	982	286
IL	17	22110	LaSalle-Peru Township High School District 120	"28,708"	"1,409"	214
IL	17	21510	Ladd Community Consolidated School District 94	"1,897"	224	30
IL	17	21720	Lake Bluff Elementary School District 65	"8,908"	"1,070"	43
IL	17	21780	Lake Forest Community High School District 115	"28,334"	"1,990"	101
IL	17	21750	Lake Forest School District 67	"19,117"	"2,603"	132
IL	17	21840	Lake Park Community High School District 108	"52,054"	"2,845"	262
IL	17	21870	Lake Villa Community Consolidated School District 41	"23,425"	"3,326"	202
IL	17	21900	Lake Zurich Community Unit School District 95	"31,381"	"6,466"	337
IL	17	22020	Lansing School District 158	"23,181"	"2,788"	630
IL	17	22050	Laraway Community Consolidated School District 70C	"2,873"	369	126
IL	17	22150	Lawrence County Community Unit District 20	"8,192"	"1,248"	293
IL	17	22620	Le Roy Community Unit School District 2	"4,564"	817	61
IL	17	22300	Lebanon Community Unit School District 9	"5,574"	709	192
IL	17	22350	Lee Center Community Unit School District 271	"1,621"	285	50
IL	17	22870	Leland Community Unit School District 1	"1,785"	298	27
IL	17	22500	Lemont Township High School District 210	"25,851"	"1,626"	137
IL	17	07290	Lemont-Bromberek Combined School District 113A	"25,500"	"3,135"	187
IL	17	22530	Lena-Winslow Community Unit School District 202	"5,159"	876	160
IL	17	00153	Lewistown Community Unit School District 97	"4,888"	714	140
IL	17	22710	Lexington Community Unit School District 7	"3,094"	562	45
IL	17	22740	Leyden Community High School District 212	"64,753"	"3,460"	589
IL	17	22770	Liberty Community Unit School District 2	"3,371"	680	55
IL	17	22830	Libertyville Community High School District 128	"50,056"	"3,365"	111
IL	17	22800	Libertyville School District 70	"18,982"	"2,667"	91
IL	17	22860	Lick Creek Community Consolidated School District 16	"1,207"	122	20
IL	17	22950	Limestone Community High School District 310	"22,875"	"1,214"	181
IL	17	22920	Limestone Walters Community Consolidated School District 316	"1,885"	213	10
IL	17	23050	Lincoln Community High School District 404	"21,930"	945	134
IL	17	08100	Lincoln Elementary School District 156	"6,951"	"1,062"	331
IL	17	22980	Lincoln Elementary School District 27	"12,897"	"1,359"	283
IL	17	23070	Lincoln Way Community High School District 210	"105,337"	"7,418"	300
IL	17	23090	Lincolnshire-Prairieview School District 103	"12,534"	"1,687"	51
IL	17	23100	Lincolnwood School District 74	"12,715"	"1,361"	225
IL	17	13440	Lindop School District 92	"4,162"	498	135
IL	17	23160	Lisbon Community Consolidated School District 90	927	130	9
IL	17	23200	Lisle Community Unit School District 202	"13,877"	"1,886"	194
IL	17	23250	Litchfield Community Unit School District 12	"8,769"	"1,454"	320
IL	17	09210	Lockport School District 91	"6,723"	730	71
IL	17	23350	Lockport Township High School District 205	"76,749"	"4,151"	340
IL	17	23460	Lombard School District 44	"35,572"	"3,490"	345
IL	17	00120	Lostant Community Unit School District 425	891	144	20
IL	17	40920	Lowpoint-Washburn Community Unit School District 21	"2,514"	439	54
IL	17	23700	Ludlow Community Consolidated School District 142	946	119	31
IL	17	23850	Lyons School District 103	"21,859"	"2,503"	515
IL	17	23880	Lyons Township High School District 204	"69,405"	"4,179"	256
IL	17	23920	Macomb Community Unit School District 185	"21,840"	"2,077"	441
IL	17	23970	Madison Community Unit School District 12	"4,579"	918	373
IL	17	24000	Maercker School District 60	"17,593"	"1,531"	183
IL	17	24060	Mahomet-Seymour Community Unit School District 3	"14,730"	"3,154"	376
IL	17	24090	Maine Township High School District 207	"146,308"	"7,140"	822
IL	17	24120	Malden Community Consolidated School District 84	724	81	11
IL	17	24270	Manhattan School District 114	"9,281"	"1,304"	62
IL	17	24330	Mannheim School District 83	"21,397"	"2,532"	499
IL	17	24390	Manteno Community Unit School District 5	"12,205"	"2,326"	217
IL	17	24570	Marengo Community High School District 154	"13,863"	856	78
IL	17	00077	Marengo-Union Elementary Consolidated District 165	"10,476"	"1,249"	162
IL	17	24600	Marion Community Unit School District 2	"27,760"	"4,123"	838
IL	17	24650	Marissa Community Unit School District 40	"3,306"	529	145
IL	17	24750	Maroa-Forsyth Community Unit School District 2	"6,221"	"1,235"	101
IL	17	24780	Marquardt School District 15	"26,285"	"3,196"	893
IL	17	05466	Marseilles Elementary School District 150	"4,430"	528	151
IL	17	24870	Marshall Community Unit School District 2C	"8,048"	"1,400"	257
IL	17	24900	Martinsville Community Unit School District 3C	"2,378"	368	81
IL	17	24940	Mascoutah Community Unit School District 19	"17,019"	"3,536"	272
IL	17	25000	Massac Unit School District 1	"13,421"	"2,127"	575
IL	17	25020	Matteson Elementary School District 162	"25,856"	"3,293"	685
IL	17	25050	Mattoon Community Unit School District 2	"23,473"	"3,687"	873
IL	17	25110	Maywood-Melrose Park-Broadview School District 89	"45,031"	"5,903"	"1,772"
IL	17	25190	Mazon-Verona-Kinsman Elementary School District 2C	"2,582"	366	27
IL	17	25260	McClellan Community Consolidated School District 12	809	55	7
IL	17	25290	McHenry Community Consolidated School District 15	"42,652"	"5,006"	552
IL	17	25320	McHenry Community High School District 156	"45,866"	"2,584"	248
IL	17	28620	McLean County Unit School District 5	"96,722"	"15,120"	"1,445"
IL	17	25500	Medinah School District 11	"7,499"	775	92
IL	17	25620	Mendota Community Consolidated School District 289	"10,513"	"1,283"	234
IL	17	25650	Mendota Township High School District 280	"10,553"	639	91
IL	17	01395	Mercer County School District 404	"8,527"	"1,326"	161
IL	17	25680	Meredosia-Chambersburg Community Unit School District 11	"1,703"	287	46
IL	17	26970	Meridian Community Unit School District 101	"3,334"	576	223
IL	17	00123	Meridian Community Unit School District 15	"6,062"	"1,070"	122
IL	17	25690	Meridian Community Unit School District 223	"8,862"	"1,849"	137
IL	17	25740	Metamora Community Consolidated School District 1	"6,984"	904	55
IL	17	25770	Metamora Township High School District 122	"16,364"	"1,014"	48
IL	17	00126	Midland Community Unit School District 7	"5,146"	705	106
IL	17	25920	Midlothian School District 143	"15,134"	"1,923"	402
IL	17	43962	Midwest Central Community Unit School District 191	"6,124"	"1,122"	133
IL	17	25950	Milford Community Consolidated School District 280	"3,859"	444	126
IL	17	25980	Milford Township High School District 233	"3,859"	199	47
IL	17	26100	Millburn Community Consolidated School District 24	"8,642"	"1,649"	70
IL	17	26250	Miller Township Community Consolidated School District	"2,281"	280	31
IL	17	26190	Millstadt Consolidated Community School District 160	"8,518"	962	81
IL	17	26310	Minooka Community Consolidated School District 201	"24,021"	"3,924"	260
IL	17	26340	Minooka Community High School District 111	"38,587"	"2,607"	129
IL	17	26370	Mokena School District 159	"17,317"	"2,161"	126
IL	17	26400	Moline Unit School District 40	"48,195"	"7,824"	"1,419"
IL	17	26430	Momence Community Unit School District 1	"6,974"	"1,166"	317
IL	17	00320	Monmouth-Roseville Community Unit School District 238	"11,582"	"1,846"	366
IL	17	26490	Monroe School District 70	"3,208"	323	44
IL	17	26550	Monticello Community Unit School District 25	"9,009"	"1,573"	112
IL	17	26590	Montmorency Community Consolidated School District 145	"2,531"	317	28
IL	17	26640	Morris Community High School District 101	"18,465"	"1,034"	97
IL	17	26610	Morris School District 54	"11,694"	"1,294"	164
IL	17	26710	Morrison Community Unit School District 6	"6,616"	"1,041"	94
IL	17	26760	Morrisonville Community Unit School District 1	"1,845"	325	34
IL	17	26800	Morton Community Unit School District 709	"19,046"	"3,266"	169
IL	17	26850	Morton Grove School District 70	"9,236"	873	115
IL	17	27180	Mount Olive Community Unit School District 5	"3,376"	552	74
IL	17	27210	Mount Prospect School District 57	"20,449"	"2,385"	116
IL	17	27290	Mount Pulaski Community Unit District 23	"3,575"	579	58
IL	17	27340	Mount Vernon School District 80	"13,732"	"1,473"	652
IL	17	27360	Mount Vernon Township High School District 201	"29,537"	"1,452"	353
IL	17	27390	Mount Zion Community Unit School District 3	"12,447"	"2,444"	176
IL	17	27450	Mulberry Grove Community Unit School District 1	"2,440"	394	88
IL	17	27570	Mundelein Consolidated High School District 120	"42,907"	"2,513"	232
IL	17	27540	Mundelein Elementary School District 75	"15,201"	"1,819"	171
IL	17	27610	Murphysboro Community Unit School District 186	"15,472"	"2,459"	745
IL	17	27710	Naperville Community Unit District 203	"96,326"	"18,852"	962
IL	17	27740	Nashville Community High School District 99	"8,697"	529	42
IL	17	27720	Nashville Consolidated Community School District 49	"5,410"	579	59
IL	17	27780	Nauvoo-Colusa Community Unit School District 325	"2,232"	349	46
IL	17	27840	Neoga Community Unit School District 3	"4,792"	855	169
IL	17	27930	Nettle Creek Community Consolidated School District 24C	936	112	4
IL	17	27960	New Athens Community Unit School District 60	"3,926"	644	80
IL	17	00103	New Holland-Middletown Elementary School District 88	"1,131"	123	20
IL	17	28110	New Hope Community Consolidated School District 6	"1,524"	196	20
IL	17	28140	New Lenox School District 122	"39,095"	"5,707"	271
IL	17	28160	New Simpson Hill Consolidated District 32	"2,205"	234	61
IL	17	28200	New Trier Township High School District 203	"60,388"	"4,625"	186
IL	17	28270	Newark Community Consolidated School District 66	"2,673"	338	21
IL	17	28260	Newark Community High School District 18	"3,725"	260	13
IL	17	28500	Niles Elementary School District 71	"7,826"	548	99
IL	17	28530	Niles Township Community High School District 219	"96,933"	"4,899"	692
IL	17	00222	Nippersink School District 2	"11,621"	"1,490"	86
IL	17	28560	Nokomis Community Unit School District 22	"4,242"	702	127
IL	17	28650	Norridge School District 80	"12,410"	"1,027"	138
IL	17	00004	Norris City-Omaha-Enfield Community Unit School District 3	"4,369"	713	137
IL	17	28700	North Boone Community Unit School District 200	"8,493"	"1,743"	240
IL	17	00110	North Chicago School District 187	"30,357"	"4,043"	"1,093"
IL	17	28810	North Clay Community Unit School District 25	"3,789"	633	124
IL	17	42240	North Greene Unit School District 3	"6,059"	928	238
IL	17	01403	North Mac Community Unit School District 34	"8,711"	"1,509"	234
IL	17	28890	North Palos School District 117	"28,493"	"2,890"	784
IL	17	28920	North Pekin-Marquette Heights School District 102	"5,257"	704	103
IL	17	00119	North Shore School District 112	"35,494"	"4,690"	421
IL	17	40680	North Wamac School District 186	909	121	45
IL	17	10240	North Wayne Community Unit School District 200	"2,670"	515	78
IL	17	17850	Northbrook Elementary School District 27	"11,106"	"1,235"	101
IL	17	28980	Northbrook School District 28	"14,020"	"1,800"	90
IL	17	24420	Northbrook/Glenview School District 30	"11,065"	"1,215"	94
IL	17	29010	Northfield Township High School District 225	"86,551"	"4,983"	317
IL	17	30540	Northwestern Community Unit School District 2	"2,276"	345	59
IL	17	29040	Norwood Elementary School District 63	"4,161"	414	78
IL	17	29760	O'Fallon Community Consolidated School District 90	"27,896"	"3,811"	319
IL	17	29790	O'Fallon Township High School District 203	"38,650"	"2,544"	224
IL	17	29100	Oak Grove School District 68	"3,974"	442	72
IL	17	29130	Oak Grove School District 68	"6,782"	"1,005"	19
IL	17	29220	Oak Lawn Community High School District 229	"39,994"	"2,143"	368
IL	17	29190	Oak Lawn-Hometown School District 123	"35,137"	"3,596"	539
IL	17	29250	Oak Park Elementary School District 97	"52,391"	"6,013"	409
IL	17	29280	Oak Park and River Forest District 200	"63,673"	"3,465"	286
IL	17	29310	Oakdale Community Consolidated School District 1	714	95	7
IL	17	29340	Oakland Community Unit School District 5	"2,109"	295	45
IL	17	10800	Oakwood Community Unit School District 76	"6,105"	"1,078"	134
IL	17	29420	Oblong Community Unit School District 4	"3,908"	616	130
IL	17	29520	Odell Community Consolidated School District 435	"1,401"	164	19
IL	17	01404	Odin Public School District 722	"1,643"	278	81
IL	17	29670	Oglesby Elementary School District 125	"4,687"	523	81
IL	17	29700	Ohio Community Consolidated School District 17	803	97	17
IL	17	29730	Ohio Community High School District 505	812	38	7
IL	17	00223	Okaw Valley Community Unit School District 302	"3,400"	572	78
